initial_r,alpha,accuracy,params_M,flops_G,throughput_bs128,throughput_bs64,throughput_bs32,throughput_bs16,throughput_bs8,throughput_bs4,throughput_bs2,throughput_bs1,activation_mem_bs128,activation_mem_bs64,activation_mem_bs32,activation_mem_bs16,activation_mem_bs8,activation_mem_bs4,activation_mem_bs2,activation_mem_bs1
0.45,0.3,58.956,4.755979,0.936958464,2217.393194909617,2367.0655227243547,2333.482596222928,1780.3605425100573,1032.8551378833392,529.4792795968069,265.9472619277167,133.8123472407798,391.51171875,195.755859375,97.8779296875,48.93896484375,30.6650390625,15.36767578125,7.71923828125,3.89501953125
0.45,0.4,43.758,4.755979,0.809969152,2497.1041139249455,2638.393741031236,2419.4680087087904,1726.7817132908194,991.0979554533286,513.3807604920326,256.3035313365798,130.20806541695646,391.51171875,195.755859375,97.8779296875,48.93896484375,30.6650390625,15.36767578125,7.71923828125,3.89501953125
0.45,0.5,11.09,4.755979,0.654564864,2836.495199158006,2934.5477637108143,2364.3149326437165,1638.5760189082812,928.401709826433,476.31476741307375,238.14241485364985,121.71775472150273,391.51171875,195.755859375,97.8779296875,48.93896484375,30.6650390625,15.36767578125,7.71923828125,3.89501953125
0.45,0.6,1.736,4.755979,0.563951104,3057.2437699574407,3110.22396726048,2373.1774565613828,1626.8469243248594,919.9970410442153,473.8536797539393,238.20050235423173,120.87829556088334,391.51171875,195.755859375,97.8779296875,48.93896484375,30.6650390625,15.36767578125,7.71923828125,3.89501953125
0.45,0.7,1.684,4.755979,0.563951104,3057.759182739311,3115.4758532374804,2378.206092074174,1629.874910629806,921.6046293982544,474.7003826640758,238.6953858131089,121.07733116868684,391.51171875,195.755859375,97.8779296875,48.93896484375,30.6650390625,15.36767578125,7.71923828125,3.89501953125
0.45,0.8,1.732,4.755979,0.563951104,3055.549565668428,3127.6586364035056,2391.1546233477557,1643.785162191018,933.4436070062172,480.5834690008605,241.5449556065178,122.54709554924497,391.51171875,195.755859375,97.8779296875,48.93896484375,30.6650390625,15.36767578125,7.71923828125,3.89501953125
0.45,0.9,1.694,4.755979,0.563951104,3057.430830777838,3134.545655306522,2402.561142743439,1658.5508256440864,941.7756933276077,485.4293782695246,243.97289851835305,123.74865513489898,391.51171875,195.755859375,97.8779296875,48.93896484375,30.6650390625,15.36767578125,7.71923828125,3.89501953125
0.45,1.0,1.692,4.755979,0.563951104,3057.7300642512364,3112.2397170990675,2372.8338419991205,1625.9263345747374,925.0488501879599,475.5654300102669,239.7060733024508,122.62933079820294,391.51171875,195.755859375,97.8779296875,48.93896484375,30.6650390625,15.36767578125,7.71923828125,3.89501953125
0.5,0.0,64.848,4.755979,1.10723328,1985.2313562882932,2168.0651424306575,2254.2196121366605,2127.0078790320254,1317.0094403170517,675.341671711772,337.5504769989382,170.84718378993625,391.51171875,195.755859375,97.8779296875,48.93896484375,30.6650390625,15.36767578125,7.71923828125,3.89501953125
0.5,0.1,62.586,4.755979,1.032208896,2098.2472850828135,2240.4294967034148,2304.1739662595373,1986.7879179460167,1182.905615789207,606.4134124760661,302.5125510349251,152.50858253110627,391.51171875,195.755859375,97.8779296875,48.93896484375,30.6650390625,15.36767578125,7.71923828125,3.89501953125
0.5,0.2,58.33,4.755979,0.958315008,2236.650493364591,2380.5924827768613,2360.45018637707,1905.5967679895668,1115.8348271795162,572.8820581911878,285.85803195353105,144.3761444009282,391.51171875,195.755859375,97.8779296875,48.93896484375,30.6650390625,15.36767578125,7.71923828125,3.89501953125
0.5,0.3,46.598,4.755979,0.83366656,2530.391569170222,2670.997223405416,2560.1999179547142,1816.9991254646814,1033.1218848600267,529.7328591932175,264.0227778363718,135.53955747441472,391.51171875,195.755859375,97.8779296875,48.93896484375,30.6650390625,15.36767578125,7.71923828125,3.89501953125
0.5,0.4,22.852,4.755979,0.70194432,2845.3388227975574,2946.653774527159,2484.743671081163,1719.5840130045901,970.6494699362886,493.6165495255758,246.63880489167968,124.97550729108016,391.51171875,195.755859375,97.8779296875,48.93896484375,30.6650390625,15.36767578125,7.71923828125,3.89501953125
0.5,0.5,1.782,4.755979,0.55066368,3177.601578079244,3226.363339469024,2463.8126756955617,1682.4707100733242,950.0609714178994,489.6468902496469,246.2981325565737,124.76843360152934,391.51171875,195.755859375,97.8779296875,48.93896484375,30.6650390625,15.36767578125,7.71923828125,3.89501953125
0.5,0.6,1.614,4.755979,0.546509312,3181.4711322237235,3200.1919670817656,2421.4570634766255,1634.6172339265277,918.7460944758043,472.31568129808255,242.35045102576032,122.88297127184443,391.51171875,195.755859375,97.8779296875,48.93896484375,30.6650390625,15.36767578125,7.71923828125,3.89501953125
0.5,0.7,1.652,4.755979,0.546509312,3180.1697351330113,3204.370738266378,2426.024485801353,1633.3891322071138,919.7127476455174,471.8013659988042,237.17410291750502,120.14793911662316,391.51171875,195.755859375,97.8779296875,48.93896484375,30.6650390625,15.36767578125,7.71923828125,3.89501953125
0.5,0.8,1.616,4.755979,0.546509312,3178.3971049810934,3202.1544646976895,2428.301352558887,1635.9543760167903,925.4477761986412,474.78420901125827,237.75106739317764,120.33972707757476,391.51171875,195.755859375,97.8779296875,48.93896484375,30.6650390625,15.36767578125,7.71923828125,3.89501953125
0.5,0.9,1.638,4.755979,0.546509312,3180.7425081131396,3222.080328576135,2444.435022531727,1657.8248831004928,935.2472402980288,479.45533066759947,241.06795594765055,122.0388519798714,391.51171875,195.755859375,97.8779296875,48.93896484375,30.6650390625,15.36767578125,7.71923828125,3.89501953125
0.5,1.0,1.624,4.755979,0.546509312,3181.3687246961117,3209.5568072714836,2431.309419050681,1638.5276099383718,928.5671668588866,477.03277548579547,239.72077354584368,121.67392151167817,391.51171875,195.755859375,97.8779296875,48.93896484375,30.6650390625,15.36767578125,7.71923828125,3.89501953125
